"ID","NOMBRE_EMP","NOMBRE_FAE","REGIÓN_IN","PROVINCIA","COMUNA_INS","NOMBRE_INS","TIPO_INSTA","RECOBRERSO","UTM_NORTE","UTM_ESTE","LATITUD","LONGITUD","ESTADO_INS","METODO_CONS","NEAR_DIST","VOL_AUTORIZADO","VOL_ACTUAL","TOS/IUTORIZADO","TOS/ICTUAL","RES_APRUEBA","RES_PDC_APRUEBA","RES_PDC_FECHA","RES_APRUEBA_FECHA"
"87","ANGLO AMERICAN SUR S.A.","EL SOLDADO","V","QUILLOTA","NOGALES","EL COBRE 1","TRANQUE DE RELAVE","COBRE","6384007.03","298693.94","-32.6633","-71.1466","INACTIVO","AGUAS ARRIBA","9594.1445311365","2350000","0","3525000","0","S/I","2417","9/29/2015","S/I"
"88","ANGLO AMERICAN SUR S.A.","EL SOLDADO","V","QUILLOTA","NOGALES","EL COBRE 2","TRANQUE DE RELAVE","COBRE","6383499.92","298891.79","-32.6679","-71.1446","INACTIVO","AGUAS ARRIBA","9276.6638747269","1000000","0","1500000","0","S/I","2417","9/29/2015","S/I"
"89","ANGLO AMERICAN SUR S.A.","EL SOLDADO","V","QUILLOTA","NOGALES","EL COBRE 3","TRANQUE DE RELAVE","COBRE","6383024.88","299101.11","-32.6722","-71.1425","INACTIVO","AGUAS ABAJO","9013.4603912894","1000000","0","1500000","0","S/I","2417","9/29/2015","S/I"
"90","ANGLO AMERICAN SUR S.A.","EL SOLDADO","V","QUILLOTA","NOGALES","TORITO","TRANQUE DE RELAVE","COBRE","6386597.67","297088.67","-32.6396","-71.1632","ACTIVO","EJE CENTRAL","11290.071736264","156666666","123343378","  235,000,000 ","  201,162,035 ","2678","1244","6/30/2009","10/27/2015"
"91","CIA. MINERA PULLALLI LTDA.","PLANTA PULLALLI","V","PETORCA","LA LIGUA","PULLALLI","EN PASTA","ORO","6413144.58","282022.32","-32.3975","-71.3175","ACTIVO","S/I","10014.196105383","1265369","792848","1702926","  1,424,348 ","3369","1996","10/26/2009","11/2/2011"
"92","CIA. MINERA PIMENTON","PLANTA PIMENTON","V","LOS ANDES","SAN ESTEBAN","EMBALSE DE RELAVES","EMBALSE","ORO","6405154.68","386721.32","-32.4851","-70.2056","INACTIVO","EMBALSE","53598.300296679","755200","135653","1019520","203480","797","344","3/9/2009","4/4/2011"
"93","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","V","PETORCA","CABILDO","LAS CENIZAS 4","TRANQUE DE RELAVE","COBRE","6410742.17","304430.09","-32.4233","-71.0799","INACTIVO","EJE CENTRAL","1178.7764874251","11000000","10727367","16500000","16091051","691","744","9/25/2012","4/30/1999"
"94","CIA. MINERA EL INDIO","FAENA EL INDIO","IV","ELQUI","VICUÑA","EL INDIO","TRANQUE DE RELAVE","COBRE","6704793.77","404583.06","-29.7835","-69.9872","INACTIVO","AGUAS ABAJO","75296.254775326","4000000","0","6000000","0","553","S/I","S/I","12/11/1980"
"95","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","V","PETORCA","CABILDO","EN PASTA (DEP)","EN PASTA","COBRE","6405552.68","303842.57","-32.4700","-71.0872","ACTIVO","S/I","4735.4302768315","4988636","4243930","8780000","8673447","898","1956","8/3/2015","10/27/2008"
"96","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","V","PETORCA","CABILDO","INTERIOR MINA (DREIM)","DREIM","COBRE","6409425.61","304882.09","-32.4352","-71.0754","INACTIVO","S/I","781.57704290118","2329545","2275399","4100000","4777427","2604","1956","8/3/2015","12/26/2005"
"97","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","JAVITO","TRANQUE DE RELAVE","COBRE","6397090.48","300441.52","-32.5456","-71.1252","ACTIVO","EJE CENTRAL","13851.114911576","1883523","1206913","2825285","  2,277,658 ","195","S/I","S/I","1/27/2012"
"98","CIA. MINERA CAN-CAN","BRONCE DE PETORCA","V","PETORCA","PETORCA","DEPOSITO DE ARENAS","TRANQUE DE RELAVE","ORO","6436491.11","316721.35","-32.1932","-70.9443","INACTIVO","AGUAS ABAJO","6684.0006188952","813714","265682","1220571","398524","1338","836","10/23/2012","7/10/2000"
"99","CIA. MINERA EL INGLES","PLANTA EL INGLES","VI","CACHAPOAL","RANCAGUA","EL INGLES 1","TRANQUE DE RELAVE","COBRE","6228331.49","328027.23","-34.0717","-70.8637","INACTIVO","AGUAS ARRIBA","15508.39322925","70600","0","105900","0","9","39","3/20/2015","1/4/1989"
"100","CIA. MINERA EL INGLES","PLANTA EL INGLES","VI","CACHAPOAL","RANCAGUA","EL INGLES 2","TRANQUE DE RELAVE","ORO","6228204.61","327937.95","-34.0728","-70.8647","INACTIVO","AGUAS ARRIBA","15485.325673088","116400","0","174600","0","S/I","39","3/20/2015","S/I"
"101","CIA. MINERA FALDA VERDE","PLANTA FALDA VERDE","III","CHAÑARAL","CHAÑARAL","FALDA VERDE 2-3","TRANQUE DE RELAVE","ORO","7087870.73","339559.14","-26.3201","-70.6074","INACTIVO","S/I","3095.5778792271","152400","0","228600","0","S/I","S/I","S/I","S/I"
"102","CIA. MINERA EL INGLES","PLANTA EL INGLES","VI","CACHAPOAL","RANCAGUA","EL INGLES 3","TRANQUE DE RELAVE","ORO","6228155.44","328042.57","-34.0732","-70.8635","INACTIVO","AGUAS ARRIBA","15375.56889126","171111","0","225867","0","S/I","39","3/20/2015","S/I"
"103","MINERA VALLE CENTRAL S.A.","EL TENIENTE","VI","CACHAPOAL","REQUINOA","CAUQUENES","TRANQUE DE RELAVE","COBRE-MOLIBDENO","6204349.68","344568.71","-34.2904","-70.6888","ACTIVO","AGUAS ABAJO","14268.461955602","242666667","190406575","364000000","  220,058,668 ","S/I","1485","5/2/2015","S/I"
"104","CODELCO","EL TENIENTE","VI","CACHAPOAL","MACHALI","BARAHONA 1","TRANQUE DE RELAVE","COBRE-MOLIBDENO","6226318.78","361017.15","-34.0947","-70.5066","INACTIVO","AGUAS ARRIBA","23517.15221614","13333333","0","20000000","0","S/I","1485","5/2/2015","S/I"
"105","TRANSPORTE JORGE ALBORNOZ HIJO LTDA. (EX SLM FLOR DE TE)","PLANTA LA HIGUERA (EX PLANTA FLOR DE TE)","VI","CACHAPOAL","PICHIDEGUA","LA HIGUERA","EMBALSE","ORO","6188478.17","297919.64","-34.4254","-71.1991","INACTIVO","EMBALSE","30637.988519929","3553","0","5329","0","131","189","7/27/2015","2/3/1995"
"106","CODELCO","EL TENIENTE","VI","CACHAPOAL","DONIHUE","EMBALSE EMERGENCIA","EMBALSE","COBRE","6214685.40","329440.44","-34.1949","-70.8510","INACTIVO","EMBALSE","10165.808897563","31218","0","46827","0","S/I","S/I","S/I","S/I"
"107","CIA. MINERA EL INGLES","PLANTA EL INGLES","VI","CACHAPOAL","RANCAGUA","EL INGLES","EMBALSE","ORO","6228323.41","328197.85","-34.0718","-70.8618","INACTIVO","EMBALSE","15380.388279987","175000","109506","259200","16207","84","39","3/20/2015","1/17/2014"
"108","MINERA VALLE CENTRAL S.A.","MINERA VALLE CENTRAL S.A.","VI","CACHAPOAL","REQUINOA","COLIGUE","EMBALSE","COBRE","6208564.12","345809.95","-34.2526","-70.6746","ACTIVO","EMBALSE","11173.649828913","142000000","137182795","  213,000,000 ","  227,072,118 ","1156","2244","9/4/2015","11/27/2006"
"109","CODELCO","EL TENIENTE","VI","CACHAPOAL","REQUINOA","EMERGENCIA 1","EMBALSE","COBRE","6210877.31","345213.11","-34.2317","-70.6806","INACTIVO","EMBALSE","9000.6503857357","59930","0","89895","0","S/I","S/I","S/I","S/I"
"110","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","LAS PALMAS ","VII","TALCA","PENCAHUE","LAS PALMAS","TRANQUE DE RELAVE","COBRE-ORO","6102903.91","248792.90","-35.1855","-71.7588","INACTIVO","S/I","23131.661979994","205120","S/I","307680","S/I","16","S/I","S/I","1/10/1997"
"111","SCM EL TOQUI","FAENA EL TOQUI","XI","COYHAIQUE","COYHAIQUE","TOQUI O ANTIGUO","TRANQUE DE RELAVE","ZINC","5008831.43","268233.76","-45.0361","-71.9425","INACTIVO","S/I","60611.342080652","331986","0","497979","0","507","252","3/23/2010","5/4/1983"
"112","SCM EL TOQUI","FAENA EL TOQUI","XI","COYHAIQUE","COYHAIQUE","CONFLUENCIA","TRANQUE DE RELAVE","ZINC","5009112.27","269440.00","-45.0339","-71.9270","INACTIVO","S/I","61042.30561023","3822897","3909081","5734346","5863622","114","252","3/23/2010","2/6/2008"
"113","CIA. MINERA DOÑA INES DE COLLAHUASI ","COLLAHUASI","I","EL TAMARUGAL","PICA","PAMPA PABELLON","EMBALSE","COBRE-MOLIBDENO","7684343.99","540893.13","-20.9409","-68.6067","ACTIVO","EMBALSE","170349.80531206","763531000","  753,865,010 ","2329000000","  1,023,100,952 ","2408","S/I","S/I","11/11/2016"
"114","MINERA ESCONDIDA LTDA.","ESCONDIDA","II","ANTOFAGASTA","ANTOFAGASTA","LAGUNA SECA","EMBALSE","COBRE","7300529.37","487531.59","-24.4086","-69.1230","ACTIVO","EMBALSE","154463.28883813","3000000000","888974881","4500000000","  1,857,667,439 ","2282","1149","6/18/2009","9/3/2019"
"115","MINERA ESCONDIDA LTDA.","ESCONDIDA","II","ANTOFAGASTA","ANTOFAGASTA","HAMBURGO","TRANQUE DE RELAVE","COBRE","7313056.56","494640.13","-24.2955","-69.0528","INACTIVO","S/I","154349.39745008","320000000","301538056","480000000","452307084","1730","1149","6/18/2009","12/3/1993"
"116","MINERA NUEVA PUDAHUEL","PLANTA LA AFRICANA","RM","SANTIAGO","MAIPU","LA AFRICANA 1-2","TRANQUE DE RELAVE","COBRE","6296145.94","331324.96","-33.4609","-70.8150","INACTIVO","S/I","15868.143316754","1000000","0","1450000","0","S/I","2362","10/7/2002","S/I"
"117","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6653358.70","298951.83","-30.2347","-71.0892","ABANDONADO","S/I","2309.01666883","16800","S/I","21800","0","S/I","S/I","S/I","S/I"
"118","MINERA MERIDIAN","EL PEÑON","II","ANTOFAGASTA","ANTOFAGASTA","AMPLIACION EL PEÑON","FILTRADO","ORO-PLATA","7300074.31","450459.17","-24.4120","-69.4886","ACTIVO","S/I","125186.76111371","29294117","13109351","49800000","  27,233,884 ","1477","137","1/29/2010","12/14/2010"
"119","MANTOS COOPER","MANTOS BLANCOS","II","ANTOFAGASTA","ANTOFAGASTA","MANTOS BLANCO","FILTRADO","COBRE","7406945.17","392272.73","-23.4439","-70.0546","ACTIVO","S/I","41636.468214471","92133333","89307840","  138,200,000 ","  92,190,867 ","2101","209","2/14/2013","7/31/2018"
"120","CIA. MINERA NOVA VENTURA","PLANTA SANTO DOMINGO","II","ANTOFAGASTA","TALTAL","TRANQUE 3","EMBALSE","COBRE","7223276.12","349743.60","-25.0989","-70.4901","ACTIVO","EMBALSE","S/I","S/I","S/I","7573112","S/I","0156","S/I","S/I","31-01-2022"
"121","CIA. MINERA NOVA VENTURA","PLANTA SANTO DOMINGO","II","ANTOFAGASTA","TALTAL","TRANQUE 2","TRANQUE DE RELAVE","COBRE","7223231.90","348782.21","-25.0992","-70.4996","INACTIVO","S/I","138646.83148797","1570000","0","2355000","0","3834","S/I","S/I","12/19/2003"
"122","CIA. MINERA NOVA VENTURA","PLANTA SANTO DOMINGO","II","ANTOFAGASTA","TALTAL","TRANQUE 1","TRANQUE DE RELAVE","COBRE","7222346.99","348669.15","-25.1071","-70.5009","INACTIVO","S/I","137755.972982","1390000","0","2085000","0","316","S/I","S/I","3/25/1996"
"123","MINERA LAS CENIZAS S.A.","LAS CENIZAS TALTAL","II","ANTOFAGASTA","TALTAL","LAS LUCES 2","TRANQUE DE RELAVE","COBRE","7160345.30","341051.97","-25.6661","-70.5837","INACTIVO","AGUAS ABAJO","75420.942438863","6333334","6331078","9500000","9496617","2921","160","2/9/2009","8/1/2003"
"124","MINERA LAS CENIZAS S.A.","LAS CENIZAS TALTAL","II","ANTOFAGASTA","TALTAL","LAS LUCES 1","TRANQUE DE RELAVE","COBRE","7160855.48","340397.84","-25.6614","-70.5901","INACTIVO","S/I","75911.512173728","3439815","0","5159772","0","S/I","975","10/4/2006","S/I"
"125","CIA. MINERA SOLEDAD","PLANTA SOLEDAD","II","ANTOFAGASTA","TALTAL","SOLEDAD I","TRANQUE DE RELAVE","ORO","7222376.91","444664.84","-25.1135","-69.5489","INACTIVO","S/I","149942.53926778","40000","0","58000","0","1602","S/I","S/I","12/31/1992"
"126","CIA. MINERA SOLEDAD","PLANTA SOLEDAD","II","ANTOFAGASTA","TALTAL","SOLEDAD II","EMBALSE","COBRE","7222306.03","444775.95","-25.1141","-69.5478","INACTIVO","EMBALSE","149911.99724331","301542","0","452313","0","2967","S/I","S/I","12/30/2002"
"127","CIA. MINERA CERRO DOMINADOR","PLANTA CALLEJAS ZAMORA","II","ANTOFAGASTA","SIERRA GORDA","TRANQUE 2","EMBALSE","COBRE","7477439.22","459777.79","-22.8102","-69.3919","INACTIVO","EMBALSE","62245.720007469","1350000","0","2025000","0","33","S/I","S/I","1/11/1996"
"128","CIA. MINERA CERRO DOMINADOR","PLANTA CALLEJAS ZAMORA","II","ANTOFAGASTA","SIERRA GORDA","TRANQUE 3","EMBALSE","COBRE","7477670.04","459366.77","-22.8081","-69.3959","INACTIVO","EMBALSE","62415.35235607","386000","0","579000","0","968","1936","7/30/2015","4/14/2005"
"129","CIA. MINERA CENTINELA","PROYECTO ESPERANZA","II","ANTOFAGASTA","SIERRA GORDA","ESPERANZA","ESPESADO","COBRE-ORO","7456802.03","487505.87","-22.9970","-69.1219","ACTIVO","S/I","63728.621748372","468750000","223973600","750000000","  412,784,518 ","1682","91","1/27/2009","8/16/2016"
"130","CODELCO","CHUQUICAMATA","II","EL LOA","CALAMA","TALABRE","TRANQUE DE RELAVE","COBRE-MOLIBDENO","7525647.23","522293.46","-22.3750","-68.7834","ACTIVO","EJE CENTRAL","16905.927849403","  1,450,000,000 ","  1,378,690,616 ","  2,233,000,000 ","  2,163,470,187 ","933","1425","5/27/2015","7/31/2014"
"131","SOTRAMIN LTDA. TALTAL","PLANTA MANUEL RODRIGUEZ","II","ANTOFAGASTA","TALTAL","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","COBRE","7190201.89","351523.67","-25.3976","-70.4761","INACTIVO","AGUAS ARRIBA","106038.66567433","37150","0","55725","0","S/I","S/I","S/I","S/I"
"132","MINERA MICHILLA S.A.","MICHILLA","II","ANTOFAGASTA","MEJILLONES","MICHILLA","TRANQUE DE RELAVE","COBRE","7484415.80","367800.54","-22.7425","-70.2875","INACTIVO","S/I","72667.272208636","30000","0","43500","0","655","25","1/12/2009","9/30/1994"
"133","ENAMI","PLANTA JOSE ANTONIO MORENO","II","ANTOFAGASTA","TALTAL","EMBALSE DE RELAVE","EMBALSE","COBRE","7191152.29","353701.04","-25.3893","-70.4543","INACTIVO","EMBALSE","107269.09611338","105000","108919","157500","163379","1483","1530","6/4/2015","12/11/2012"
"134","CMC SALI HOCHSCHILD S.A.","BODEGA ALTO","III","COPIAPO","COPIAPO","DEPOSITO DE RELAVE 3","TRANQUE DE RELAVE","COBRE-ORO","6973741.22","365002.77","-27.3529","-70.3649","INACTIVO","S/I","3022.9558036254","3115875","0","4673812","0","1969","S/I","S/I","11/2/1970"
"135","ALVARO MARIAN AMENABAR","PLANTA LOS LEONES","IV","ELQUI","ANDACOLLO","LOS LEONES 1","TRANQUE DE RELAVE","ORO","6654315.33","302324.71","-30.2266","-71.0540","ABANDONADO","AGUAS ARRIBA","5068.5331015972","75870","0","113805","0","209","S/I","S/I","2/7/1986"
"136","A. SILVA","PLANTA SILVA","IV","ELQUI","ANDACOLLO","SILVA","TRANQUE DE RELAVE","ORO","6654404.28","299073.93","-30.2253","-71.0878","INACTIVO","S/I","3355.6931341098","10556","0","15834","0","S/I","S/I","S/I","S/I"
"137","MINERA ARENILLAS","PLANTA PALMIRA","IV","ELQUI","ANDACOLLO","PALMIRA 2","TRANQUE DE RELAVE","ORO","6654425.41","299623.67","-30.2252","-71.0821","INACTIVO","AGUAS ARRIBA","3318.4279640974","96000","0","144000","0","530","S/I","S/I","5/16/1988"
"138","SUC. GODOY ALBALLAY (EX SANTIAGO AGUILERA)","PLANTA SAN JUAN","IV","ELQUI","ANDACOLLO","SAN JUAN ","TRANQUE DE RELAVE","ORO","6652571.56","298920.48","-30.2418","-71.0897","INACTIVO","AGUAS ARRIBA","1546.1849021199","159500","0","239250","0","273","S/I","S/I","3/13/1987"
"139","PIZARRO, GUERRA Y CIA. (WILSON PIZARRO GUERRA)","PLANTA IRENE","IV","ELQUI","ANDACOLLO","IRENE 2","TRANQUE DE RELAVE","ORO","6654276.24","300686.28","-30.2267","-71.0710","INACTIVO","AGUAS ARRIBA","3903.4351404828","18000","0","27000","0","S/I","S/I","S/I","S/I"
"140","WALTER MUÑOZ TABILO","PLANTA LOS LITRES","IV","ELQUI","ANDACOLLO","LOS LITRES 1-2","TRANQUE DE RELAVE","ORO","6654929.39","297966.91","-30.2204","-71.0992","INACTIVO","AGUAS ARRIBA","3834.1794058387","17077","0","24761","0","194","S/I","S/I","2/20/1987"
"141","DARIO CORTES","PLANTA PUNTA CALETONES","IV","ELQUI","ANDACOLLO","PUNTA CALETONES 4","TRANQUE DE RELAVE","COBRE-ORO","6654650.60","300275.17","-30.2233","-71.0752","INACTIVO","S/I","4002.8753874377","194000","0","281300","0","584","S/I","S/I","6/6/1988"
"142","EDUARDO MUÑOZ R.","PLANTA AZULINA, NUEVA ESPERANZA, RENACIMIENTO","IV","ELQUI","ANDACOLLO","NUEVA ESPERANZA 2A","TRANQUE DE RELAVE","ORO","6650914.99","300195.68","-30.2570","-71.0768","INACTIVO","AGUAS ARRIBA","1815.8879000716","113000","0","163850","0","722","S/I","S/I","7/5/1983"
"143","YOLANDA BOU BARRAZA","PLANTA ROSARIO DE COGOTI","IV","LIMARI","COMBARBALA","ROSARIO 1","TRANQUE DE RELAVE","COBRE","6558185.48","316920.65","-31.0959","-70.9195","INACTIVO","S/I","12075.4387364","2400","0","3600","0","S/I","S/I","S/I","S/I"
"144","YOLANDA BOU BARRAZA","PLANTA ROSARIO DE COGOTI","IV","LIMARI","COMBARBALA","TRANQUE EMERGENCIA","TRANQUE DE RELAVE","COBRE","6558100.15","316821.43","-31.0967","-70.9206","INACTIVO","S/I","11945.987749172","1780","0","2670","0","S/I","S/I","S/I","S/I"
"145","FREDDY ROJAS VERGARA","PLANTA PRINCESA Y ANDRONICA","IV","ELQUI","ANDACOLLO","PRINCESA Y ANDRONICA 4","TRANQUE DE RELAVE","ORO-COBRE-PLATA","6654864.83","297129.23","-30.2208","-71.1079","INACTIVO","EJE CENTRAL","3952.9377400719","93650","0","140475","0","775","S/I","S/I","8/28/1987"
"146","MINERA ARENILLAS","PLANTA PALMIRA","IV","ELQUI","ANDACOLLO","ACOPIO DE RELAVES PALMIRA","S/I","COBRE-ORO","6654541.00","299718.00","-30.2242","-71.0811","INACTIVO","S/I","S/I","S/I","0","S/I","S/I","S/I","S/I","S/I","S/I"
"147","ALTIPLANO MINERALS CHILE SPA","WILSON AQUILES","IV","ELQUI","COQUIMBO","ACOPIO DE RELAVES WILSON AQUILES","S/I","COBRE-ORO","6665383.00","287140.00","-30.1243","-71.2095","INACTIVO","S/I","S/I","S/I","0","S/I","S/I","S/I","S/I","S/I","S/I"
"148","HORACIO TAPIA","PLANTA BUFALO (EX PLANTA TAPIA)","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6653825.75","302032.91","-30.2310","-71.0571","ABANDONADO","S/I","4537.551375482","59100","0","88650","0","S/I","S/I","S/I","S/I"
"149","ISAAC PEREZ","PLANTA MARY","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE ","TRANQUE DE RELAVE","ORO","6654257.33","299497.42","-30.2267","-71.0834","ABANDONADO","S/I","3551.1972883798","11542","S/I","17310","0","S/I","S/I","S/I","S/I"
"150","JOAQUIN GONZÁLEZ","PLANTA GONZALEZ","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE ","TRANQUE DE RELAVE","ORO","6653204.60","299463.95","-30.2362","-71.0839","ABANDONADO","S/I","2345.5072401594","23464","0","35196","0","S/I","S/I","S/I","S/I"
"151","JUAN PERINES PERINES","LAS TAZAS - CHISPERA (EX PLANTA LA EXOTICA)","IV","ELQUI","ANDACOLLO","TRANQUE 2 (EX LA EXOTICA 2)","TRANQUE DE RELAVE","ORO","6652956.56","298457.41","-30.2383","-71.0944","INACTIVO","AGUAS ARRIBA","1838.9937109337","56160","0","84240","0","S/I","S/I","S/I","S/I"
"152","LUIS DONOSO SARMIENTO","PLANTA ANITA","RM","CHACABUCO","TILTIL","ANITA 1-2","TRANQUE DE RELAVE","ORO","6338565.37","318500.46","-33.0764","-70.9444","ABANDONADO","EJE CENTRAL","1712.9573537296","3495","0","5242","0","304","S/I","S/I","4/13/1995"
"153","SOCIEDAD DOÑA TERESA SERVICIOS SpA","MASTER( EX YABU)","IV","LIMARI","COMBARBALA","MASTER 2 (EX YABU 2)","TRANQUE DE RELAVE","COBRE-ORO","6549976.66","308211.36","-31.1685","-71.0123","INACTIVO","AGUAS ARRIBA","1215.0564787615","468500","0","679325","0","551","S/I","S/I","5/9/1989"
"154","DESCONOCIDO","DESCONOCIDO","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6966612.48","370160.58","-27.4177","-70.3135","INACTIVO","S/I","6221.2733127492","2760","0","4140","0","S/I","S/I","S/I","S/I"
"155","DESCONOCIDO","DESCONOCIDO","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6966808.28","370253.18","-27.4160","-70.3125","INACTIVO","S/I","6081.2222447701","4276","0","6414","0","S/I","S/I","S/I","S/I"
"156","DESCONOCIDO","DESCONOCIDO","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6966840.69","370327.92","-27.4157","-70.3118","INACTIVO","S/I","6084.2273220209","8442","0","12633","0","S/I","S/I","S/I","S/I"
"157","LUIS DONOSO GARCIA HUIDOBRO","PLANTA ARIZONA","IV","ELQUI","ANDACOLLO","ARIZONA 1","TRANQUE DE RELAVE","ORO-COBRE-PLATA","6654469.90","299961.30","-30.2249","-71.0785","INACTIVO","AGUAS ARRIBA","3700.6965972463","43370","0","65055","0","68","S/I","S/I","1/16/1987"
"158","MANUEL MONREAL VILLAREAL","PLANTA MONREAL I","IV","ELQUI","ANDACOLLO","MONREAL 2","TRANQUE DE RELAVE","COBRE-ORO-PLATA","6653756.58","298811.91","-30.2311","-71.0906","INACTIVO","AGUAS ARRIBA","2671.1501904763","11000","0","16500","0","526","S/I","S/I","5/16/1989"
"159","MARIANO RUIZ","PLANTA RUIZ","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE ","TRANQUE DE RELAVE","ORO","6654408.92","300747.66","-30.2255","-71.0704","ABANDONADO","S/I","4046.940292222","10000","0","15000","0","S/I","S/I","S/I","S/I"
"160","JUAN QUINTANA (LA BRILLANTE LTDA.)","LA BRILLANTE","IV","ELQUI","ANDACOLLO","LA BRILLANTE","TRANQUE DE RELAVE","ORO","6654014.18","302773.26","-30.2294","-71.0494","ABANDONADO","S/I","5252.1760737663","54491","0","81736","0","301","S/I","S/I","4/16/1990"
"161","NOVAK SPASOJEVIC","PLANTA MILITZA","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6660302.83","297243.71","-30.1718","-71.1056","ABANDONADO","S/I","9255.4850197918","3730","S/I","5590","0","S/I","S/I","S/I","S/I"
"162","PEDRO ESPINOZA HONORES","PLANTA JOHN KENNEDY","IV","ELQUI","ANDACOLLO","JOHN KENNEDY 1","TRANQUE DE RELAVE","ORO","6654578.24","302148.44","-30.2243","-71.0558","ABANDONADO","AGUAS ARRIBA","5107.2828320913","24657","0","36985","0","523","S/I","S/I","5/19/1986"
"163","PEDRO MARTINEZ ULLOA","PLANTA MARTINEZ","IV","ELQUI","ANDACOLLO","MARTINEZ 1-2-3","TRANQUE DE RELAVE","ORO","6651915.72","299496.00","-30.2478","-71.0839","INACTIVO","S/I","1362.2033662468","224600","0","325670","0","1071","S/I","S/I","10/17/1986"
"164","JUAN PERINES PERINES","LAS TAZAS - CHISPERA (EX PLANTA LA EXOTICA)","IV","ELQUI","ANDACOLLO","TRANQUE 1 (EX LA EXOTICA 1)","TRANQUE DE RELAVE","ORO","6652953.39","298424.07","-30.2383","-71.0948","INACTIVO","AGUAS ARRIBA","1834.9220678525","4225","0","6337","0","S/I","703","8/17/1998","S/I"
"165","RAUL MENA DIAZ","PLANTA CENTRAL","IV","ELQUI","ANDACOLLO","CENTRAL","TRANQUE DE RELAVE","ORO","6654415.92","300141.07","-30.2254","-71.0767","INACTIVO","S/I","3732.7058382113","3915","0","5872","0","S/I","S/I","S/I","S/I"
"166","RUBEN ROJAS IDNEY","PLANTA IDNEY","IV","ELQUI","ANDACOLLO","INDEY 3","TRANQUE DE RELAVE","ORO-COBRE-PLATA","6651629.25","299445.33","-30.2504","-71.0844","ABANDONADO","AGUAS ARRIBA","1171.1768572465","125664","0","188346","0","S/I","S/I","S/I","S/I"
"167","SLM.AU. JERALDO","PLANTA JERALDO I","IV","ELQUI","ANDACOLLO","JERALDO 3","TRANQUE DE RELAVE","ORO","6652680.52","298924.95","-30.2408","-71.0896","INACTIVO","AGUAS ARRIBA","1650.428705361","48000","0","72000","0","1729","S/I","S/I","12/2/1993"
"168","SLM.AU. JERALDO","PLANTA JERALDO II","IV","ELQUI","ANDACOLLO","JERALDO 1-2","TRANQUE DE RELAVE","ORO-COBRE-ORO","6653582.00","302546.00","-30.2333","-71.0519","INACTIVO","S/I","4830.0496790749","218616","0","327924","0","S/I","S/I","S/I","S/I"
"169","AQUILES GONZALEZ GARCIA","PLANTA GALVEZ","IV","ELQUI","ANDACOLLO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6654237.38","302538.25","-30.2274","-71.0518","INACTIVO","AGUAS ABAJO","5188.763462921","17507","0","26261","0","S/I","S/I","S/I","S/I"
